phone,rating,review,source
galaxy,5,"Great quality. Wished that the battery last longer.Small, thin, compact. Comes with a clear phone cover.Easy to transfer iPhone data to Samsung S9.Purchased the samsung gear S3 frontier.My husband talked me into changing to Samsung. Pretty happy.There is an option to add SD card for extra storage, which you can purchase from JB Hi Fi.",Productreview.com.au
galaxy,4,"Camera quality on S9 is just amzaing. I've been using it for the last six months now and happy with the overall performance too. A slightly disappointing thing is the battery life. Compare to other high end phones available in the market, I think S9 is far behind in this",Productreview.com.au
galaxy,5,"This samsung Galaxy S9 has all the right stuff and is built very well,the camera works well in all kinds of light and the video runs at a slow motion speed if you want it to Great to have,it even comes with a cable so you can lift all your files off your old phone,this made life for me a lot easier and saved me a lot of time.I recommend this great phone to anyone thinking about buying one.I also bought the cordless charger dock station and that is also great,no need for cables anymore.",Productreview.com.au
galaxy,5,"Recently upgraded from a Note 4 to the S9. I run my business almost entirely from my phone and had been very happy with the Note 4 until it began to have major hardware issues that could not be rectified. I was initially a little concerned about the shift down in screen size, as I had become so accustomed to the larger Note 4 screen, however the infinity display on the S9 has more than made up for this with almost the entire screen utilised. The phone is super fast and switches between apps seamlessly, as well as being capable of running many apps at once without slowing down. The sound quality is superb, I can play music directly from my phone and it is clear and harmonic. I have been equally impressed by the quality of the both the front facing and rear cameras, especially in low light conditions. My only dislike with the S9 is that the screen picks up fingerprints easily and I find I need to polish them away regularly or else the screen looks dirty. But this is only a minor cosmetic issue and doesn't affect the overall performance of the phone.",Productreview.com.au
galaxy,5,This is the nicest coloured mobile I've ever had. The display is an excellent size & picture quality. Bought a toughened glass screen cover so hopefully it will be extremely durable. I use my mobile to play lots of games so the 64GB is going to be fantastic. Everything seems to run as smoothly as all my past Samsung's although as it's brand new I'm still exploring it's many features.,Productreview.com.au
galaxy,2,I loved my s8 then decided to upgrade to s9. Big regrets!! My smses to friends are delayed or end up grouped and recieved hours later! Very unreliable SMS service! The rest of the phone is great. Just not the SMS. I really regret the mobile now! I dont recommend it! My friend has same phone and he has same problems!,Productreview.com.au
galaxy,2,"Had phone for a total of 3 hours  and hate it .Any functions close to edge of screen you need to nearly press your finger through the glass to get to respond .Face , retina and fingerprint login have repeatedly failed so switched them off .Smart switch transfer only transferred some of my apps and corrupted some that did make it across  .Bluetooth recognition to car won't work .",Productreview.com.au
galaxy,5,"This phone is reasonably easy to find my way around the settings. Similar to my old phone, which helped, but a couple of features l had to enlist my adult children to  help. The camera is absolutely terrific on the phone - so clear and so is the video footage. Google maps have had a big work out since moving to the city - and the messenger app is already in the phone - handy.",Productreview.com.au
galaxy,1,"My laptop stays connected, my tablet does but this phone cant stay connected reliably for despite being the so called best android phone of 2018. Never going to buy another samsung product again. I guess the specs are good, it looks good but if a phone cant do something as basic as this properly then its a horrible product. There are phones as good as this out there which cost less but aren't recognized as much because Samsung has been feeding off its own overrated brand name.",Productreview.com.au
galaxy,5,"The Galaxy S9 is the perfect-sized phone. It’s easy to wrap our palms around this smooth 5.8-inch device, and our fingers ergonomically rest on the curved edges along the S9’s frame. The power button on the right edge sits in an easy-to-access position, as does the Bixby button on the left edge. It’s a shame we’ve turned off Bixby’s functionality, so the button remains useless — more on that later.",Productreview.com.au
galaxy,2,I don't like that you can't customize much at all on this phone. The ring tones and message notification sounds aren't that good. Background and themes are so limited. Can't change message background. Can't change keyboard. I shouldn't have to download apps to customize my phone to how I want it.,Productreview.com.au
galaxy,5,Got this as a present from my husband so I can take lots of photos and videos of our newborn. Love the camera and storage capacity. There's so many new features that I haven't yet explore but overall I am pretty happy with the functionality and battery life of the S9. It's such a pretty colour too. If someone can give me tips on how to fully utilise the phone that will be even more awesome,Productreview.com.au
galaxy,3,"The phone is as good as the price tag suggests.. but Bixby.. with a hardware button? What is this rubbish. I hope Samsung's bloatware goes in the other direction next model (or the next model I buy).I grabbed a Gear VR for this phone (get the newer one that runs on with Note 8). Fantastic, not any really deep VR games, but it's pretty fun for a $150au add on.",Productreview.com.au
galaxy,1,So frustrating. Try sending a message to a new number. Nightmare!! No write new message button. Loved my Note 4.... loath the changes on S9. Keyboard changes mean dialogue box keeps jumping because arrow buttons too close to dialogue box edges... big time buyers regret.Battery life not soo great either.. disappointed,Productreview.com.au
galaxy,4,"Its great easy to use after you get a handle on the new system with out the buttons. charging is fast and easy. screen is nice and bright. Great size memory absolutely love it.  Camera is awesome and so many different options.Screen is clear and high quality, so are the speakers.",Productreview.com.au
galaxy,5,"Samsung Galaxy S9 is one of the best phone i have used.Great design, super large screen and the camera is out of this world with features. Fast speed and easy to use.Also have super fast charging that take less than 1 hour for fully charge phone.Highly recommended to any Android users.",Productreview.com.au
galaxy,5,"Easy to use and set up, lots of personalisation.Camera is awesome and so many different options.Screen is clear and high quality, so are the speakers. Could easily watch movies on this phone or listen to music out loud without being worried about bad sound quality.Overall I cannot fault it.",Productreview.com.au
galaxy,5,"Fantastic phone. Awesome screen, camera and sound - with quick charge and very good software.The only Con would be having to navigate through all the Google software which literally tries to overtake your life. Not happy Google.This is my 4th Samsung phone and by far the best. Very expensive new, so I got mine pre-loved for around half price with brand new accessories.It does attract fingerprints, but it's worth it for a great looking machine.Very good job Samsung.",Productreview.com.au
galaxy,5,Had for just over a month now and loving it. It's a step up from what I had previously but still a Samsung. Everything makes sense and much easier to use. Love the camera and wider screen from the S6. The picture is much clearer and loved how easy it was to transfer my apps across from my old phone.,Productreview.com.au
galaxy,5,The new features on this phone are a great addition and worthy of the money. The edge of phone with short cuts great. Big storage is perfect with option of extending further. The new camera takes amazing. The new surcety fixtures options are more than perfect overall a perfect phone.,Productreview.com.au
galaxy,1,This phone is confusing and badly designed always had Samsung phones this will be my last. Texting is a nightmare with its curved screen.cant figure out how to differ my ringtones. If your looking for a new phone give this one a miss.phew thanks Samsung for all the activation you have caused me.,Productreview.com.au
galaxy,5,I switched from iPhone to Samsung and I would definitely not look back. I am very happy with my choice and I have the feeling I did a good saving. Love the shape the features and price was not bad in comparation with the similar iPhone 8. I might never get an iphone again if this is going to be so good as it's right now.,Productreview.com.au
galaxy,5,I reluctantly upgraded from the s7 but I am pleasantly surprised with some of the new features on this model. I love the Bixby addition and no longer have to search through my phone looking for apps or programs. The sound and picture quality when playing movies is seamless and fantastic quality. My only issue was when I used smartswitch to transfer from my old to my new phone was that it didn't migrate passwords and spent a lot of time resetting passwords for apps and functions. All my net passwords were backed up my Google.,Productreview.com.au
galaxy,2,"If this phone came without Bixby I'd give this item 4 stars. Or at least come without the need for 3rd party app to disable.Very poor button sizing, needs to be addressed.Great earphones.Getting annoyed at this fifty words requirement. When only a few can describe accurately and just as easily",Productreview.com.au
